5276800116318113|06|2028|123
5276800116087114|06|2028|123
5276800116778118|06|2028|123
5276800116446112|06|2028|123
5276800116253112|06|2028|123
5276800116461111|06|2028|123
5276800116172114|06|2028|123
5276800116135111|06|2028|123
5276800116118117|06|2028|123
5276800116832113|06|2028|123
5276800116147116|06|2028|123
5276800116634113|06|2028|123
5276800116265116|06|2028|123
5276800116245118|06|2028|123
5276800116162115|06|2028|123
5276800116047118|06|2028|123
5276800116436113|06|2028|123
5276800116152116|06|2028|123
5276800116680116|06|2028|123
5276800116053116|06|2028|123
5276800116156117|06|2028|123
5276800116271114|06|2028|123
5276800116385112|06|2028|123
5276800116234112|06|2028|123
5276800116871111|06|2028|123
5276800116182113|06|2028|123
5276800116374116|06|2028|123
5276800116256115|06|2028|123
5276800116865113|06|2028|123
5276800116682112|06|2028|123
5276800116164111|06|2028|123
5276800116407114|06|2028|123
5276800116643114|06|2028|123
5276800116731117|06|2028|123
5276800116066118|06|2028|123
5276800116613117|06|2028|123
5276800116078113|06|2028|123
5276800116510115|06|2028|123
5276800116200113|06|2028|123
5276800116287110|06|2028|123
5276800116774117|06|2028|123
5276800116137117|06|2028|123
5276800116521112|06|2028|123
5276800116368118|06|2028|123
5276800116337113|06|2028|123
5276800116861112|06|2028|123
5276800116187112|06|2028|123
5276800116571117|06|2028|123
5276800116134114|06|2028|123
5276800116035113|06|2028|123
5276800116801118|06|2028|123
5276800116822114|06|2028|123
5276800116588111|06|2028|123
5276800116246116|06|2028|123
5276800116526111|06|2028|123
5276800116536110|06|2028|123
5276800116203117|06|2028|123
5276800116625111|06|2028|123
5276800116855114|06|2028|123
5276800116131110|06|2028|123
5276800116285114|06|2028|123
5276800116332114|06|2028|123
5276800116828111|06|2028|123
5276800116282111|06|2028|123
5276800116440115|06|2028|123
5276800116366112|06|2028|123
5276800116038117|06|2028|123
5276800116552117|06|2028|123
5276800116482117|06|2028|123
5276800116088112|06|2028|123
5276800116771113|06|2028|123
5276800116830117|06|2028|123
5276800116154112|06|2028|123
5276800116668111|06|2028|123
5276800116543116|06|2028|123
5276800116487116|06|2028|123
5276800116442111|06|2028|123
5276800116807115|06|2028|123
5276800116687111|06|2028|123
5276800116405118|06|2028|123
5276800116887117|06|2028|123
5276800116506113|06|2028|123
5276800116188110|06|2028|123
5276800116586115|06|2028|123
5276800116671115|06|2028|123
5276800116112110|06|2028|123
5276800116516112|06|2028|123
5276800116357111|06|2028|123
5276800116673111|06|2028|123
5276800116026112|06|2028|123
5276800116340117|06|2028|123
5276800116538116|06|2028|123
5276800116213116|06|2028|123
5276800116277111|06|2028|123
5276800116800110|06|2028|123
5276800116333112|06|2028|123
5276800116114116|06|2028|123
5276800116127118|06|2028|123
5276800116723114|06|2028|123
5276800116503110|06|2028|123
5276800116814111|06|2028|123
5276800116547117|06|2028|123
5276800116100115|06|2028|123
5276800116666115|06|2028|123
5276800116734111|06|2028|123
5276800116046110|06|2028|123
5276800116478115|06|2028|123
5276800116475111|06|2028|123
5276800116662114|06|2028|123
5276800116003111|06|2028|123
5276800116535112|06|2028|123
5276800116587113|06|2028|123
5276800116168112|06|2028|123
5276800116276113|06|2028|123
5276800116021113|06|2028|123
5276800116753111|06|2028|123
5276800116020115|06|2028|123
5276800116451112|06|2028|123
5276800116724112|06|2028|123
5276800116883116|06|2028|123
5276800116181115|06|2028|123
5276800116220111|06|2028|123
5276800116242115|06|2028|123
5276800116686113|06|2028|123
5276800116752113|06|2028|123
5276800116157115|06|2028|123
5276800116574111|06|2028|123
5276800116186114|06|2028|123
5276800116354118|06|2028|123
5276800116721118|06|2028|123
5276800116347112|06|2028|123
5276800116158113|06|2028|123
5276800116328112|06|2028|123
5276800116533117|06|2028|123
5276800116474114|06|2028|123
5276800116076117|06|2028|123
5276800116573113|06|2028|123
5276800116621110|06|2028|123
5276800116153114|06|2028|123
5276800116583112|06|2028|123
5276800116115113|06|2028|123
5276800116016113|06|2028|123
5276800116208116|06|2028|123
5276800116878116|06|2028|123
5276800116644112|06|2028|123
5276800116275115|06|2028|123
5276800116567115|06|2028|123
5276800116504118|06|2028|123
5276800116178111|06|2028|123
5276800116544114|06|2028|123
5276800116447110|06|2028|123
5276800116856112|06|2028|123
5276800116880112|06|2028|123
5276800116717116|06|2028|123
5276800116466110|06|2028|123
5276800116557116|06|2028|123
5276800116317115|06|2028|123
5276800116171116|06|2028|123
5276800116081117|06|2028|123
5276800116055111|06|2028|123
5276800116716118|06|2028|123
5276800116842112|06|2028|123
5276800116747113|06|2028|123
5276800116002113|06|2028|123
5276800116617118|06|2028|123
5276800116342113|06|2028|123
5276800116217117|06|2028|123
5276800116302117|06|2028|123
5276800116063115|06|2028|123
5276800116281113|06|2028|123
5276800116701110|06|2028|123
5276800116785113|06|2028|123
5276800116124115|06|2028|123
5276800116676114|06|2028|123
5276800116672113|06|2028|123
5276800116555110|06|2028|123
5276800116614115|06|2028|123
5276800116223115|06|2028|123
5276800116386110|06|2028|123
5276800116148114|06|2028|123
5276800116530113|06|2028|123
5276800116143115|06|2028|123
5276800116545111|06|2028|123
5276800116355115|06|2028|123
5276800116767111|06|2028|123
5276800116646117|06|2028|123
5276800116760116|06|2028|123
5276800116722116|06|2028|123
5276800116874115|06|2028|123
5276800116770115|06|2028|123
5276800116435115|06|2028|123
5276800116605113|06|2028|123
5276800116837112|06|2028|123
5276800116661116|06|2028|123
5276800116584110|06|2028|123
5276800116065110|06|2028|123
5276800116324111|06|2028|123
